emp_no,first_name,last_name,title,from_date,to_date
460894,Hideyuki,Suppi,Senior Engineer,5/15/1986,1/1/9999
460897,Fei,Krohn,Assistant Engineer,1/22/1998,1/1/9999
460902,Nimmagadda,Aamodt,Engineer,8/15/1997,1/1/9999
460913,Kwangho,Baer,Technique Leader,12/28/1986,1/1/9999
460918,Noritoshi,McClure,Engineer,4/1/1985,4/1/1992
460918,Noritoshi,McClure,Senior Engineer,4/1/1992,1/1/9999
460938,Foong,Koblitz,Assistant Engineer,11/11/1988,11/12/1995
460938,Foong,Koblitz,Engineer,11/12/1995,1/1/9999
460951,Diederik,Worfolk,Senior Staff,3/20/1996,1/1/9999
460956,Gad,Vieri,Engineer,12/21/1999,1/1/9999
460972,Sadun,Ritcey,Senior Staff,10/17/1994,1/1/9999
460972,Sadun,Ritcey,Staff,10/17/1985,10/17/1994
460978,Tse,Coors,Technique Leader,4/15/1985,1/1/9999
460987,Visit,Smeets,Senior Staff,5/9/1994,1/1/9999
460987,Visit,Smeets,Staff,5/9/1987,5/9/1994
460995,Heather,Borovoy,Technique Leader,1/28/1993,1/1/9999
461000,Goncalo,Plesums,Engineer,11/11/1988,11/11/1996
461000,Goncalo,Plesums,Senior Engineer,11/11/1996,1/1/9999
461002,Greger,Maksimenko,Senior Staff,12/25/1993,1/1/9999
461002,Greger,Maksimenko,Staff,12/26/1987,12/25/1993
461005,Vugranam,Zaccaria,Staff,7/11/1996,1/1/9999
461006,Stafford,Petereit,Technique Leader,5/23/1991,1/1/9999
461022,Munehiko,Krichel,Assistant Engineer,5/30/1988,5/30/1993
461022,Munehiko,Krichel,Engineer,5/30/1993,5/30/1998
461022,Munehiko,Krichel,Senior Engineer,5/30/1998,1/1/9999
461027,Raimond,Acton,Assistant Engineer,3/13/1987,3/12/1993
461027,Raimond,Acton,Engineer,3/12/1993,3/12/1999
461027,Raimond,Acton,Senior Engineer,3/12/1999,1/1/9999
461054,Slavian,Delgrange,Senior Staff,3/30/1991,1/1/9999
461054,Slavian,Delgrange,Staff,3/30/1985,3/30/1991
461061,Van,Awdeh,Engineer,3/6/1986,3/6/1991
461061,Van,Awdeh,Senior Engineer,3/6/1991,1/1/9999
461062,Ennio,Eterovic,Senior Staff,12/16/1995,1/1/9999
461062,Ennio,Eterovic,Staff,12/16/1986,12/16/1995
461066,Sanjeeva,Osgood,Senior Staff,7/29/1987,1/1/9999
461082,Chikako,Kossowski,Senior Staff,2/12/1994,1/1/9999
461082,Chikako,Kossowski,Staff,2/12/1985,2/12/1994
461091,Faiza,Marciano,Engineer,8/7/1999,1/1/9999
461094,Sumant,Cardazo,Staff,3/10/1999,1/1/9999
461096,Alper,Zockler,Assistant Engineer,4/20/1987,4/20/1994
461096,Alper,Zockler,Engineer,4/20/1994,4/20/2001
461096,Alper,Zockler,Senior Engineer,4/20/2001,1/1/9999
461102,Zengping,Bhattacharjee,Senior Staff,8/2/1996,1/1/9999
461102,Zengping,Bhattacharjee,Staff,8/2/1988,8/2/1996
461118,Itzchak,Kaiser,Engineer,3/20/1991,3/19/2000
461118,Itzchak,Kaiser,Senior Engineer,3/19/2000,1/1/9999
461123,Jongsuk,Maraist,Engineer,10/27/1990,10/26/1998
461123,Jongsuk,Maraist,Senior Engineer,10/26/1998,1/1/9999
461131,Sachar,Liedekerke,Engineer,12/29/1986,12/29/1994
461131,Sachar,Liedekerke,Senior Engineer,12/29/1994,1/1/9999
461140,Khun,Ramsay,Technique Leader,11/2/1985,1/1/9999
461145,Filipp,Selenyi,Engineer,4/2/1985,4/2/1993
461145,Filipp,Selenyi,Senior Engineer,4/2/1993,1/1/9999
461157,Fai,Kaiser,Engineer,1/14/1986,1/14/1992
461157,Fai,Kaiser,Senior Engineer,1/14/1992,1/1/9999
461170,Yuichiro,Kusakabe,Senior Staff,5/4/1996,1/1/9999
461170,Yuichiro,Kusakabe,Staff,5/5/1990,5/4/1996
461178,Masasuke,Verhoeff,Senior Staff,1/3/1997,1/1/9999
461178,Masasuke,Verhoeff,Staff,1/4/1988,1/3/1997
461185,Kerryn,Mungall,Senior Staff,12/20/1995,1/1/9999
461185,Kerryn,Mungall,Staff,12/20/1987,12/20/1995
461210,Kish,Chleq,Senior Staff,3/5/2001,1/1/9999
461210,Kish,Chleq,Staff,3/5/1993,3/5/2001
461212,KayLiang,Bultermann,Engineer,6/29/1987,6/28/1996
461212,KayLiang,Bultermann,Senior Engineer,6/28/1996,1/1/9999
461219,Martina,Ushiama,Technique Leader,8/6/1994,1/1/9999
461225,Insup,Birrer,Senior Staff,6/28/1990,1/1/9999
461225,Insup,Birrer,Staff,6/28/1985,6/28/1990
461264,Anwar,Conte,Senior Staff,9/13/1996,1/1/9999
461264,Anwar,Conte,Staff,9/13/1988,9/13/1996
461271,Constantijn,Erva,Senior Staff,6/16/1995,1/1/9999
461271,Constantijn,Erva,Staff,6/16/1986,6/16/1995
461295,Insup,Bierman,Senior Staff,10/4/1985,1/1/9999
461303,Badri,Simmen,Engineer,6/30/1988,6/30/1994
461303,Badri,Simmen,Senior Engineer,6/30/1994,1/1/9999
461309,Nahum,Zaumen,Senior Engineer,8/27/1998,1/1/9999
461317,Leni,Chartres,Technique Leader,7/28/1987,1/1/9999
461318,Fatemeh,Aamodt,Senior Staff,5/7/1995,1/1/9999
461318,Fatemeh,Aamodt,Staff,5/7/1986,5/7/1995
461319,Kenton,Rotem,Engineer,1/15/1996,1/1/9999
461328,Mohit,McAffer,Senior Staff,12/30/1991,1/1/9999
461328,Mohit,McAffer,Staff,12/30/1986,12/30/1991
461347,Hisao,Chepyzhov,Senior Staff,7/22/1995,1/1/9999
461347,Hisao,Chepyzhov,Staff,7/22/1987,7/22/1995
461358,Bernice,Boguraev,Engineer,3/20/1986,3/20/1995
461358,Bernice,Boguraev,Senior Engineer,3/20/1995,1/1/9999
461364,Vasilii,Huttel,Senior Staff,5/13/1995,1/1/9999
461364,Vasilii,Huttel,Staff,5/13/1989,5/13/1995
461373,Yonghoan,Collette,Assistant Engineer,6/20/1985,6/20/1992
461373,Yonghoan,Collette,Engineer,6/20/1992,6/21/1999
461373,Yonghoan,Collette,Senior Engineer,6/21/1999,1/1/9999
461378,Akemi,Schaft,Engineer,12/21/1985,12/21/1994
461378,Akemi,Schaft,Senior Engineer,12/21/1994,1/1/9999
461417,Jianhui,Cromarty,Senior Staff,3/1/1990,1/1/9999
461422,Tesuro,Schach,Engineer,12/12/1985,12/12/1993
461422,Tesuro,Schach,Senior Engineer,12/12/1993,1/1/9999
461452,Oksana,Tiemann,Senior Staff,2/9/1991,1/1/9999
461452,Oksana,Tiemann,Staff,2/9/1985,2/9/1991
461472,Barry,Kawashimo,Senior Staff,5/8/1992,1/1/9999
461472,Barry,Kawashimo,Staff,5/9/1987,5/8/1992
461474,King,Hammerschmidt,Senior Staff,6/16/1996,1/1/9999
461474,King,Hammerschmidt,Staff,6/17/1990,6/16/1996
461480,Guttorm,Trystram,Engineer,12/29/1985,12/29/1992
461480,Guttorm,Trystram,Senior Engineer,12/29/1992,1/1/9999
461485,Vivian,Angot,Senior Engineer,4/23/1987,1/1/9999
461531,Kenton,Speek,Senior Staff,8/11/1996,1/1/9999
461535,Apostol,Suwa,Senior Staff,5/17/1996,1/1/9999
461535,Apostol,Suwa,Staff,5/17/1989,5/17/1996
461545,Mooi,Highland,Engineer,12/9/1998,1/1/9999
461556,Gina,Shokrollahi,Engineer,5/1/1992,5/2/1999
461556,Gina,Shokrollahi,Senior Engineer,5/2/1999,1/1/9999
461566,Tamiya,Sessa,Engineer,4/1/1985,4/1/1992
461566,Tamiya,Sessa,Senior Engineer,4/1/1992,1/1/9999
461573,Sachar,Zedlitz,Senior Staff,7/13/1993,1/1/9999
461573,Sachar,Zedlitz,Staff,7/13/1986,7/13/1993
461582,Golgen,Mapelli,Senior Staff,8/27/1996,1/1/9999
461582,Golgen,Mapelli,Staff,8/27/1988,8/27/1996
461605,Tesuya,Garnham,Senior Staff,9/3/1988,1/1/9999
461608,Matk,Brendel,Engineer,2/3/1995,2/3/2002
461608,Matk,Brendel,Senior Engineer,2/3/2002,1/1/9999
461615,Flemming,Borovoy,Senior Staff,3/30/1985,1/1/9999
461625,Margareta,Bael,Senior Staff,4/4/1995,1/1/9999
461625,Margareta,Bael,Staff,4/4/1989,4/4/1995
461638,Gad,Hettesheimer,Technique Leader,3/3/1986,1/1/9999
461640,Krassimir,Auyong,Engineer,10/26/1988,10/26/1996
461640,Krassimir,Auyong,Senior Engineer,10/26/1996,1/1/9999
461654,Douadi,Kropp,Senior Engineer,10/24/1999,1/1/9999
461672,Adib,Cardazo,Engineer,9/4/1992,9/4/2000
461672,Adib,Cardazo,Senior Engineer,9/4/2000,1/1/9999
461691,Gadiel,Lichtman,Staff,2/22/1996,1/1/9999
461693,Fusako,Cappello,Engineer,9/7/1990,9/7/1999
461693,Fusako,Cappello,Senior Engineer,9/7/1999,1/1/9999
461694,Arup,Dratva,Senior Staff,1/16/1986,1/1/9999
461704,Akhilish,Bultermann,Senior Staff,4/30/1987,1/1/9999
461711,Evgueni,Dulay,Assistant Engineer,4/17/1985,4/17/1990
461711,Evgueni,Dulay,Engineer,4/17/1990,4/17/1995
461711,Evgueni,Dulay,Senior Engineer,4/17/1995,1/1/9999
461718,Florina,Gruenwald,Engineer,7/7/1995,1/1/9999
461721,Dinah,Schiper,Senior Staff,1/28/1993,1/1/9999
461721,Dinah,Schiper,Staff,1/29/1988,1/28/1993
461751,Billie,Terlouw,Engineer,1/3/1997,1/1/9999
461757,Hailing,Isaac,Engineer,4/2/1985,4/2/1990
461757,Hailing,Isaac,Senior Engineer,4/2/1990,1/1/9999
461758,Niclas,Weiland,Senior Engineer,5/12/1998,1/1/9999
461762,Yechiam,Speer,Staff,2/24/1995,1/1/9999
461763,Arunachalam,Marsiglia,Engineer,3/4/1985,3/4/1992
461763,Arunachalam,Marsiglia,Senior Engineer,3/4/1992,1/1/9999
461768,Geoffry,Breugel,Engineer,8/20/1985,8/20/1994
461768,Geoffry,Breugel,Senior Engineer,8/20/1994,1/1/9999
461769,Bodo,Birge,Engineer,6/7/1992,6/7/1997
461769,Bodo,Birge,Senior Engineer,6/7/1997,1/1/9999
461776,Bernt,Improta,Senior Staff,9/2/1996,1/1/9999
461803,Charmane,Radwan,Senior Staff,1/14/1986,1/1/9999
461807,Shan,Rossi,Engineer,5/16/1985,5/16/1994
461807,Shan,Rossi,Senior Engineer,5/16/1994,1/1/9999
461808,Malu,Radivojevic,Senior Staff,6/28/2001,1/1/9999
461808,Malu,Radivojevic,Staff,6/29/1995,6/28/2001
461812,Kristine,Kaiser,Senior Staff,2/28/1990,1/1/9999
461812,Kristine,Kaiser,Staff,2/28/1985,2/28/1990
461818,Serap,Rosen,Senior Staff,10/28/1985,1/1/9999
461820,Lansing,Prenel,Senior Engineer,12/15/1987,1/1/9999
461833,Shuho,Rosar,Engineer,10/26/1988,10/26/1994
461833,Shuho,Rosar,Senior Engineer,10/26/1994,1/1/9999
461835,Serenella,Pell,Senior Staff,4/18/2000,1/1/9999
461835,Serenella,Pell,Staff,4/18/1993,4/18/2000
461848,Randi,Lemarechal,Senior Staff,7/13/2000,1/1/9999
461848,Randi,Lemarechal,Staff,7/14/1994,7/13/2000
461860,Chaosheng,Syrotiuk,Assistant Engineer,5/7/1987,5/6/1996
461860,Chaosheng,Syrotiuk,Engineer,5/6/1996,1/1/9999
461861,Aron,Marsiglia,Senior Staff,6/8/1993,1/1/9999
461876,Golgen,Hebden,Engineer,6/28/1992,6/28/2000
461876,Golgen,Hebden,Senior Engineer,6/28/2000,1/1/9999
461877,Kousuke,Pepe,Senior Engineer,1/21/1986,1/1/9999
461885,Sreenivas,Gluchowski,Engineer,1/10/1992,1/9/1997
461885,Sreenivas,Gluchowski,Senior Engineer,1/9/1997,1/1/9999
461891,Ranan,Stranks,Technique Leader,7/25/1986,1/1/9999
461903,Hironoby,Puppe,Senior Engineer,1/10/1988,1/1/9999
461907,Van,Negoita,Senior Staff,11/28/1993,1/1/9999
461907,Van,Negoita,Staff,11/29/1987,11/28/1993
461909,Jagoda,Porotnikoff,Engineer,7/16/1987,7/16/1994
461909,Jagoda,Porotnikoff,Senior Engineer,7/16/1994,1/1/9999
461912,Ugo,Kowalchuk,Senior Staff,12/7/1989,1/1/9999
461915,Alejandro,Sambasivam,Senior Staff,12/10/1995,1/1/9999
461915,Alejandro,Sambasivam,Staff,12/10/1987,12/10/1995
461928,Gopalakrishnan,Wolniewicz,Engineer,9/9/1987,9/8/1993
461928,Gopalakrishnan,Wolniewicz,Senior Engineer,9/8/1993,1/1/9999
461936,Akeno,Nishimukai,Assistant Engineer,3/15/1987,3/14/1993
461936,Akeno,Nishimukai,Engineer,3/14/1993,3/14/1999
461936,Akeno,Nishimukai,Senior Engineer,3/14/1999,1/1/9999
461949,Duro,Laurillard,Senior Staff,8/23/1991,1/1/9999
461949,Duro,Laurillard,Staff,8/23/1986,8/23/1991
461950,Hidefumi,Streng,Senior Engineer,6/2/1990,1/1/9999
461956,Hitomi,Zuberek,Engineer,3/25/1985,3/25/1994
461956,Hitomi,Zuberek,Senior Engineer,3/25/1994,1/1/9999
461957,Harjit,Biran,Senior Staff,5/29/1991,1/1/9999
461957,Harjit,Biran,Staff,5/29/1986,5/29/1991
461958,Mohit,Slobodova,Senior Staff,5/17/1993,1/1/9999
461958,Mohit,Slobodova,Staff,5/18/1987,5/17/1993
461960,Remko,Ramsay,Senior Staff,8/1/2002,1/1/9999
461960,Remko,Ramsay,Staff,8/1/1997,8/1/2002
461964,Ennio,Lund,Engineer,2/3/1987,2/3/1994
461964,Ennio,Lund,Senior Engineer,2/3/1994,1/1/9999
461976,Berry,Papadias,Engineer,2/16/1985,2/16/1994
461976,Berry,Papadias,Senior Engineer,2/16/1994,1/1/9999
461979,Fayez,Mandelberg,Senior Engineer,2/6/1999,1/1/9999
461990,Jacopo,Norsworthy,Senior Staff,6/7/1997,1/1/9999
461997,Fumitake,Hempstead,Senior Staff,1/25/1996,1/1/9999
461997,Fumitake,Hempstead,Staff,1/24/1989,1/25/1996
462004,Ymte,Snyers,Senior Staff,9/22/1991,1/1/9999
462004,Ymte,Snyers,Staff,9/22/1986,9/22/1991
462016,Taiji,Danner,Staff,2/9/1998,1/1/9999
462017,Cheong,Cronau,Engineer,4/24/1986,4/24/1995
462017,Cheong,Cronau,Senior Engineer,4/24/1995,1/1/9999
462028,Rasiah,Angot,Engineer,2/8/1986,2/8/1992
462028,Rasiah,Angot,Senior Engineer,2/8/1992,1/1/9999
462034,Geoffry,Lund,Engineer,7/13/1985,7/13/1991
462034,Geoffry,Lund,Senior Engineer,7/13/1991,1/1/9999
462035,Mohammed,Egerstedt,Engineer,11/13/1988,11/13/1993
462035,Mohammed,Egerstedt,Senior Engineer,11/13/1993,1/1/9999
462036,Bojan,Hasenauer,Senior Staff,4/10/2000,1/1/9999
462036,Bojan,Hasenauer,Staff,4/10/1992,4/10/2000
462038,Gianluca,Angot,Staff,10/2/1996,1/1/9999
462044,Ziya,Salverda,Engineer,3/24/1988,3/24/1996
462044,Ziya,Salverda,Senior Engineer,3/24/1996,1/1/9999
462049,Sachar,Antonisse,Senior Staff,10/23/1993,1/1/9999
462051,Jayesh,Stemann,Senior Staff,1/5/1986,1/1/9999
462059,Naftaly,Zockler,Technique Leader,6/15/1986,1/1/9999
462062,Francoise,Einsfeld,Senior Staff,10/27/1993,1/1/9999
462062,Francoise,Einsfeld,Staff,10/27/1988,10/27/1993
462070,Mahmut,Marsiglia,Staff,4/18/1998,1/1/9999
462073,Alassane,Plump,Senior Staff,10/8/1995,1/1/9999
462073,Alassane,Plump,Staff,10/8/1986,10/8/1995
462076,Katsuyuki,Guting,Engineer,2/5/1988,2/4/1994
462076,Katsuyuki,Guting,Senior Engineer,2/4/1994,1/1/9999
462080,Guther,Larfeldt,Assistant Engineer,10/24/1995,10/23/2001
462080,Guther,Larfeldt,Engineer,10/23/2001,1/1/9999
462085,Marco,Gulla,Engineer,12/14/1986,12/13/1992
462085,Marco,Gulla,Senior Engineer,12/13/1992,1/1/9999
462086,Fayez,Bressoud,Engineer,10/8/1991,10/8/1998
462086,Fayez,Bressoud,Senior Engineer,10/8/1998,1/1/9999
462091,Patricia,Stemann,Engineer,9/29/1989,9/29/1994
462091,Patricia,Stemann,Senior Engineer,9/29/1994,1/1/9999
462097,Mircea,Keohane,Senior Staff,7/13/1994,1/1/9999
462097,Mircea,Keohane,Staff,7/13/1987,7/13/1994
462111,Udo,Sudbeck,Engineer,8/5/1985,8/5/1992
462111,Udo,Sudbeck,Senior Engineer,8/5/1992,1/1/9999
462116,Mahmut,Ramras,Engineer,10/3/1998,1/1/9999
462119,Dmitri,Masamoto,Senior Staff,10/29/1992,1/1/9999
462119,Dmitri,Masamoto,Staff,10/30/1987,10/29/1992
462128,Divine,Angelopoulos,Assistant Engineer,7/23/1993,7/23/2000
462128,Divine,Angelopoulos,Engineer,7/23/2000,1/1/9999
462132,Phule,Gronowski,Engineer,8/23/1998,1/1/9999
462140,Josyula,Chleq,Engineer,4/26/1994,4/26/2002
462140,Josyula,Chleq,Senior Engineer,4/26/2002,1/1/9999
462145,Gurbir,Thimonier,Senior Staff,7/21/1987,1/1/9999
462151,Akeel,Templeman,Engineer,2/19/1985,2/19/1993
462151,Akeel,Templeman,Senior Engineer,2/19/1993,1/1/9999
462157,Mabhin,Emmart,Senior Staff,8/7/1986,1/1/9999
462186,Mikhail,Fontet,Engineer,2/2/1986,2/2/1994
462186,Mikhail,Fontet,Senior Engineer,2/2/1994,1/1/9999
462190,Kazuhira,Erdi,Senior Staff,3/11/1995,1/1/9999
462190,Kazuhira,Erdi,Staff,3/11/1986,3/11/1995
462197,Yakkov,Thiran,Engineer,3/1/1988,3/1/1993
462197,Yakkov,Thiran,Senior Engineer,3/1/1993,1/1/9999
462208,Stafford,Hopewell,Senior Staff,3/26/1996,1/1/9999
462208,Stafford,Hopewell,Staff,3/27/1987,3/26/1996
462231,Anneke,Albarhamtoshy,Senior Staff,4/9/1994,1/1/9999
462231,Anneke,Albarhamtoshy,Staff,4/9/1988,4/9/1994
462237,Achilleas,Mundy,Engineer,5/12/1992,5/13/1999
462237,Achilleas,Mundy,Senior Engineer,5/13/1999,1/1/9999
462246,Kenton,Cooley,Engineer,7/30/1994,7/29/2000
462246,Kenton,Cooley,Senior Engineer,7/29/2000,1/1/9999
462248,Manton,Vrecion,Engineer,10/17/1999,1/1/9999
462259,Tomoyuki,Huttel,Assistant Engineer,4/28/1993,4/28/2001
462259,Tomoyuki,Huttel,Engineer,4/28/2001,1/1/9999
462264,Kirk,Baar,Senior Staff,12/20/1993,1/1/9999
462264,Kirk,Baar,Staff,12/20/1986,12/20/1993
462271,Feiyu,Redmiles,Senior Staff,10/28/1994,1/1/9999
462271,Feiyu,Redmiles,Staff,10/28/1986,10/28/1994
462282,Adly,Morton,Senior Staff,7/31/1993,1/1/9999
462282,Adly,Morton,Staff,7/31/1985,7/31/1993
462284,Samphel,Farrow,Senior Staff,4/27/1996,1/1/9999
462284,Samphel,Farrow,Staff,4/27/1988,4/27/1996
462286,Pintsang,Anger,Senior Staff,5/20/1996,1/1/9999
462286,Pintsang,Anger,Staff,5/20/1988,5/20/1996
462289,Kenroku,Adachi,Engineer,7/1/1996,7/1/2002
462289,Kenroku,Adachi,Senior Engineer,7/1/2002,1/1/9999
462330,Krassimir,Shanbhogue,Senior Staff,6/19/1997,1/1/9999
462330,Krassimir,Shanbhogue,Staff,6/19/1988,6/19/1997
462331,Sushant,Binkley,Senior Staff,7/13/1993,1/1/9999
462331,Sushant,Binkley,Staff,7/13/1986,7/13/1993
462332,Yechezkel,Jenevein,Staff,10/27/1997,1/1/9999
462345,Taisook,Pileggi,Senior Engineer,7/20/1999,1/1/9999
462351,Ohad,Jullig,Senior Engineer,7/17/1985,1/1/9999
462355,Shahar,Besselaar,Technique Leader,3/6/1988,1/1/9999
462368,Bodo,Tsukune,Senior Engineer,11/4/1995,1/1/9999
462372,Shaibal,Giaccio,Senior Staff,11/25/1999,1/1/9999
462372,Shaibal,Giaccio,Staff,11/25/1993,11/25/1999
462386,Parviz,Rullman,Senior Staff,9/16/1993,1/1/9999
462386,Parviz,Rullman,Staff,9/17/1987,9/16/1993
462387,Bezalel,Rossi,Senior Staff,5/1/1995,1/1/9999
462387,Bezalel,Rossi,Staff,5/1/1987,5/1/1995
462403,Kensei,Segond,Assistant Engineer,3/4/1989,3/4/1994
462403,Kensei,Segond,Engineer,3/4/1994,3/4/1999
462403,Kensei,Segond,Senior Engineer,3/4/1999,1/1/9999
462407,Sastry,Motley,Senior Staff,12/10/1993,1/1/9999
462407,Sastry,Motley,Staff,12/10/1988,12/10/1993
462419,Chinho,Peris,Staff,12/15/1999,1/1/9999
462443,Miomir,Ranka,Senior Staff,3/20/1999,1/1/9999
462443,Miomir,Ranka,Staff,3/19/1992,3/20/1999
462470,Satyanarayana,Worfolk,Assistant Engineer,12/9/1997,1/1/9999
462473,Honesty,Butterworth,Technique Leader,9/8/1987,1/1/9999
462484,Ronghao,Masamoto,Senior Engineer,7/5/1986,1/1/9999
462506,Achilleas,Bugaenko,Engineer,9/3/1988,9/3/1994
462506,Achilleas,Bugaenko,Senior Engineer,9/3/1994,1/1/9999
462510,Kshitij,Barvinok,Engineer,3/25/1997,3/25/2002
462510,Kshitij,Barvinok,Senior Engineer,3/25/2002,1/1/9999
462512,Youjian,Leuchs,Engineer,10/7/1987,10/6/1992
462512,Youjian,Leuchs,Senior Engineer,10/6/1992,1/1/9999
462518,Ishfaq,Stavenow,Senior Staff,5/23/1993,1/1/9999
462518,Ishfaq,Stavenow,Staff,5/23/1986,5/23/1993
462539,Shin,Mikschl,Engineer,2/9/1988,2/9/1996
462539,Shin,Mikschl,Senior Engineer,2/9/1996,1/1/9999
462549,Gretta,Bakhtari,Engineer,11/27/1996,11/27/2001
462549,Gretta,Bakhtari,Senior Engineer,11/27/2001,1/1/9999
462552,Hironobu,Michaels,Engineer,8/15/1993,8/15/1998
462552,Hironobu,Michaels,Senior Engineer,8/15/1998,1/1/9999
462557,Lobel,Androutsos,Technique Leader,8/17/1986,1/1/9999
462559,Adas,Swift,Engineer,11/16/1991,11/15/1997
462559,Adas,Swift,Senior Engineer,11/15/1997,1/1/9999
462561,Vishwani,Azulay,Senior Staff,1/16/2001,1/1/9999
462561,Vishwani,Azulay,Staff,1/17/1996,1/16/2001
462563,Toshimori,Weedon,Technique Leader,8/1/1993,1/1/9999
462590,DeForest,Zucker,Engineer,12/25/1992,12/25/1998
462590,DeForest,Zucker,Senior Engineer,12/25/1998,1/1/9999
462595,Mohamadou,Pramanik,Senior Staff,3/6/1985,1/1/9999
462607,Arif,Qiwen,Technique Leader,4/29/1990,1/1/9999
462618,Mingdong,Munoz,Technique Leader,9/14/1987,1/1/9999
462648,Fatemeh,Sridhar,Senior Engineer,6/24/1986,1/1/9999
462668,Bedrich,Jenevein,Senior Staff,1/15/1998,1/1/9999
462668,Bedrich,Jenevein,Staff,1/16/1992,1/15/1998
462685,Temple,Candan,Staff,1/21/2000,1/1/9999
462690,Shaunak,Hettesheimer,Senior Staff,5/9/1996,1/1/9999
462690,Shaunak,Hettesheimer,Staff,5/9/1988,5/9/1996
462698,Tzvetan,Blokdijk,Senior Engineer,12/22/1998,1/1/9999
462703,Jaber,Terkki,Senior Staff,4/25/1997,1/1/9999
462703,Jaber,Terkki,Staff,4/25/1988,4/25/1997
462705,Mohit,Norsworthy,Staff,1/10/1998,1/1/9999
462706,Caolyn,VanScheik,Senior Staff,4/11/1995,1/1/9999
462706,Caolyn,VanScheik,Staff,4/11/1986,4/11/1995
462734,Shridhar,Jansch,Senior Engineer,1/2/1987,1/1/9999
462737,Yuguang,Szemeredi,Senior Engineer,11/19/1995,1/1/9999
462742,Jayson,Kruskal,Senior Staff,11/2/1993,1/1/9999
462742,Jayson,Kruskal,Staff,11/3/1987,11/2/1993
462749,Yunming,Ramsay,Engineer,4/6/1987,4/4/1996
462749,Yunming,Ramsay,Senior Engineer,4/4/1996,1/1/9999
462759,Bodo,Kaiserswerth,Assistant Engineer,12/10/1995,12/9/2000
462759,Bodo,Kaiserswerth,Engineer,12/9/2000,1/1/9999
462760,Chenye,Baja,Senior Staff,4/21/1995,1/1/9999
462760,Chenye,Baja,Staff,4/21/1987,4/21/1995
462765,Yurii,Rohrbach,Senior Staff,11/29/2001,1/1/9999
462765,Yurii,Rohrbach,Staff,11/29/1993,11/29/2001
462767,Uri,Ranai,Staff,8/15/1995,1/1/9999
462776,Mostafa,Dechter,Senior Staff,3/26/1993,1/1/9999
462776,Mostafa,Dechter,Staff,3/26/1986,3/26/1993
462792,Shim,Merkl,Engineer,2/24/1994,2/24/2000
462792,Shim,Merkl,Senior Engineer,2/24/2000,1/1/9999
462800,Sariel,Auria,Senior Engineer,2/5/1986,1/1/9999
462809,Mana,Brlek,Engineer,9/14/1987,9/13/1996
462809,Mana,Brlek,Senior Engineer,9/13/1996,1/1/9999
462819,Dmitry,Zwicker,Engineer,4/18/1986,4/18/1991
462819,Dmitry,Zwicker,Senior Engineer,4/18/1991,1/1/9999
462829,Moss,Range,Engineer,8/28/1994,8/27/2000
462829,Moss,Range,Senior Engineer,8/27/2000,1/1/9999
462831,Heather,Wolniewicz,Senior Staff,10/2/1995,1/1/9999
462831,Heather,Wolniewicz,Staff,10/1/1988,10/2/1995
462844,Khatoun,Gini,Assistant Engineer,12/31/1987,12/30/1996
462844,Khatoun,Gini,Engineer,12/30/1996,1/1/9999
462849,Tadahiro,Pintelas,Senior Staff,5/2/1993,1/1/9999
462849,Tadahiro,Pintelas,Staff,5/2/1986,5/2/1993
462857,Kwangsub,Hoogerwoord,Senior Staff,11/21/2000,1/1/9999
462857,Kwangsub,Hoogerwoord,Staff,11/22/1991,11/21/2000
462859,Xinglin,Gire,Engineer,6/23/1996,6/23/2002
462859,Xinglin,Gire,Senior Engineer,6/23/2002,1/1/9999
462863,Jamaludin,Cullers,Senior Engineer,6/6/1985,1/1/9999
462865,Kensei,Schaad,Senior Staff,8/13/1986,1/1/9999
462866,Babette,Ritcey,Technique Leader,3/19/1985,1/1/9999
462872,Shahaf,Zirintsis,Senior Staff,12/19/1996,1/1/9999
462872,Shahaf,Zirintsis,Staff,12/20/1987,12/19/1996
462875,Francoise,Picaronny,Engineer,3/21/1996,3/21/2002
462875,Francoise,Picaronny,Senior Engineer,3/21/2002,1/1/9999
462890,Jinya,Peak,Staff,5/20/1995,1/1/9999
462919,Taizo,Atrawala,Engineer,10/24/1985,10/24/1992
462919,Taizo,Atrawala,Senior Engineer,10/24/1992,1/1/9999
462924,Sanjay,Veevers,Engineer,10/13/1988,10/13/1996
462924,Sanjay,Veevers,Senior Engineer,10/13/1996,1/1/9999
462925,Dharmaraja,Comyn,Senior Staff,1/23/1996,1/1/9999
462925,Dharmaraja,Comyn,Staff,1/23/1991,1/23/1996
462933,Randy,Hemaspaandra,Engineer,11/3/1987,11/3/1995
462933,Randy,Hemaspaandra,Senior Engineer,11/3/1995,1/1/9999
462955,Eben,Kusakabe,Engineer,6/2/1985,6/2/1992
462955,Eben,Kusakabe,Senior Engineer,6/2/1992,1/1/9999
462982,Kankanahalli,Mundy,Senior Staff,5/9/1996,1/1/9999
462982,Kankanahalli,Mundy,Staff,5/9/1988,5/9/1996
462987,Nevio,Shrader,Senior Staff,7/12/1994,1/1/9999
462987,Nevio,Shrader,Staff,7/12/1985,7/12/1994
462994,Horward,Haldar,Senior Staff,5/24/1987,1/1/9999
462999,Venkatesan,Gonthier,Senior Staff,12/24/1997,1/1/9999
463010,Abdelwaheb,Prochazka,Engineer,5/8/1991,5/7/1996
